DeliveryID,POLineID,DeliveryDate,ReceivedQuantity,RejectedQuantity,DelayDays,OnTimeFlag
DEL000183,POL001608,2025-03-28,3155,0,0,True
DEL000184,POL044658,2026-05-28,472,0,0,True
DEL000185,POL062617,2025-06-27,115,0,0,True
DEL000186,POL009711,2025-05-25,339,0,0,True
DEL000187,POL073773,2026-02-03,162,20,7,False
DEL000188,POL015526,2024-08-10,164,0,0,True
DEL000189,POL029582,2026-02-24,1472,0,2,False
DEL000190,POL058029,2026-03-23,2783,0,0,True
DEL000191,POL007895,2025-10-29,792,2,0,True
DEL000192,POL027236,2024-10-16,339,0,0,True
DEL000193,POL020586,2024-09-20,1842,0,0,True
DEL000194,POL000351,2025-01-02,1105,0,0,True
DEL000195,POL038176,2026-02-17,524,0,0,True
DEL000196,POL059511,2025-09-05,2413,1,0,True
DEL000197,POL077305,2026-07-01,2738,0,1,False
DEL000198,POL015044,2024-10-26,1562,1,0,True
DEL000199,POL018644,2025-09-25,960,0,0,True
DEL000200,POL077994,2025-04-25,422,1,1,False
DEL000201,POL057561,2025-12-20,2048,0,0,True
DEL000202,POL052758,2025-10-09,1513,0,7,False
DEL000203,POL057378,2025-06-28,374,0,0,True
DEL000204,POL042248,2025-05-11,492,0,0,True
DEL000205,POL075393,2026-03-18,517,20,0,True
DEL000206,POL035326,2024-08-19,863,0,0,True
DEL000207,POL057964,2025-08-08,2144,20,5,False
DEL000208,POL057133,2025-06-06,2963,5,0,True
DEL000209,POL061606,2026-05-26,620,0,0,True
DEL000210,POL013711,2024-10-06,2477,0,3,False
DEL000211,POL064943,2025-12-29,195,0,0,True
DEL000212,POL072103,2024-08-24,837,0,0,True
DEL000213,POL042373,2025-08-28,2685,0,0,True
DEL000214,POL000151,2025-05-06,3630,0,1,False
DEL000215,POL007105,2025-11-21,2728,0,0,True
DEL000216,POL065339,2026-02-02,1153,0,0,True
DEL000217,POL071988,2025-07-04,2293,0,0,True
DEL000218,POL063533,2024-09-02,3570,0,0,True
DEL000219,POL020759,2025-06-14,1145,0,0,True
DEL000220,POL012218,2024-10-18,446,0,0,True
DEL000221,POL015397,2024-10-20,1178,0,0,True
DEL000222,POL038255,2026-03-18,2250,0,0,True
DEL000223,POL063243,2024-08-24,1107,0,14,False
DEL000224,POL018959,2024-12-16,910,0,0,True
DEL000225,POL017893,2025-05-22,1429,0,3,False
DEL000226,POL054388,2024-08-12,3187,0,0,True
DEL000227,POL000337,2025-07-17,2689,0,0,True
DEL000228,POL076012,2025-08-30,1527,0,14,False
DEL000229,POL058530,2025-06-11,2328,0,0,True
DEL000230,POL071229,2026-01-13,1258,0,0,True
DEL000231,POL031301,2026-01-02,938,0,0,True
DEL000232,POL053842,2025-05-06,1176,0,0,True
DEL000233,POL049969,2025-02-11,1745,0,0,True
DEL000234,POL004853,2024-07-22,907,0,0,True
DEL000235,POL013155,2024-10-01,721,0,3,False
DEL000236,POL059891,2025-01-16,967,0,0,True
DEL000237,POL020233,2025-12-18,2072,0,0,True
DEL000238,POL052099,2025-06-18,2230,0,0,True
DEL000239,POL069943,2025-01-14,2734,0,0,True
DEL000240,POL063957,2025-07-02,335,0,3,False
DEL000241,POL030772,2026-04-16,2182,20,0,True
DEL000242,POL011847,2026-03-13,1303,0,0,True
DEL000243,POL013174,2026-07-10,2213,1,0,True
DEL000244,POL006029,2025-07-28,791,0,0,True
DEL000245,POL049132,2025-03-15,153,0,0,True
DEL000246,POL074178,2026-02-26,2227,0,1,False
DEL000247,POL010351,2025-06-06,1317,0,0,True
DEL000248,POL031567,2026-06-01,868,0,0,True
DEL000249,POL060444,2025-06-27,1721,0,0,True
DEL000250,POL001232,2024-09-05,804,1,5,False
DEL000251,POL071644,2025-02-24,1749,2,0,True
DEL000252,POL077015,2024-12-23,3015,0,0,True
DEL000253,POL059879,2025-08-18,624,20,3,False
DEL000254,POL063336,2024-08-21,2772,0,0,True
DEL000255,POL075342,2024-08-13,2149,0,0,True
DEL000256,POL051880,2026-05-27,493,0,0,True
DEL000257,POL006429,2024-12-05,3173,0,5,False
DEL000258,POL037513,2026-06-25,593,0,2,False
DEL000259,POL046180,2024-09-06,227,0,0,True
DEL000260,POL017928,2025-02-01,1079,0,0,True
DEL000261,POL057780,2024-09-28,2398,0,0,True
DEL000262,POL011814,2025-01-14,2271,0,5,False
DEL000263,POL023022,2025-12-12,3217,0,0,True
DEL000264,POL047954,2024-11-30,1281,0,0,True
DEL000265,POL033682,2024-08-01,1470,5,5,False
DEL000266,POL038685,2025-06-04,363,0,1,False
DEL000267,POL061386,2026-07-25,2020,0,10,False
DEL000268,POL029572,2025-10-06,4314,0,3,False
DEL000269,POL052090,2024-08-18,2408,0,10,False
DEL000270,POL011837,2024-10-06,271,0,2,False
DEL000271,POL016200,2025-12-06,1994,0,0,True
DEL000272,POL034363,2026-04-10,155,0,0,True
DEL000273,POL030648,2025-07-24,2085,0,0,True
DEL000274,POL073585,2025-01-25,1922,0,0,True
DEL000275,POL060853,2025-03-17,1470,0,5,False
DEL000276,POL015293,2025-04-29,1296,0,0,True
DEL000277,POL064570,2025-04-14,2257,0,0,True
DEL000278,POL017782,2025-07-05,2963,0,0,True
DEL000279,POL070805,2024-10-29,287,0,0,True
DEL000280,POL054380,2025-06-06,1535,0,1,False
DEL000281,POL036667,2025-11-24,685,0,0,True
DEL000282,POL058288,2026-02-21,2579,0,7,False
DEL000283,POL048148,2025-04-18,1887,0,0,True
DEL000284,POL052185,2026-01-13,1865,2,0,True
DEL000285,POL059601,2025-02-17,451,0,0,True
DEL000286,POL078270,2026-01-22,614,0,10,False
DEL000287,POL031926,2026-04-06,2425,0,14,False
DEL000288,POL008993,2025-04-21,3668,0,2,False
DEL000289,POL028306,2025-03-13,978,0,2,False
DEL000290,POL019341,2025-03-01,2052,0,2,False
DEL000291,POL018965,2025-04-19,1739,0,14,False
DEL000292,POL022872,2025-06-11,1182,0,0,True
DEL000293,POL046956,2026-01-24,2178,0,2,False
DEL000294,POL002069,2025-06-27,411,0,0,True
DEL000295,POL055177,2025-01-26,4463,0,0,True
DEL000296,POL058757,2026-06-14,960,0,2,False
DEL000297,POL059246,2024-09-06,1890,0,0,True
DEL000298,POL068348,2025-06-16,1009,5,0,True
DEL000299,POL007973,2025-05-07,2487,0,14,False
DEL000300,POL014151,2025-08-16,2950,0,0,True
DEL000301,POL010590,2024-09-17,414,0,0,True
DEL000302,POL036047,2026-06-07,2262,0,0,True
DEL000303,POL078302,2025-05-12,1500,0,0,True
DEL000304,POL056388,2025-02-11,2060,0,0,True
DEL000305,POL072265,2025-06-05,1999,0,1,False
DEL000306,POL029950,2024-10-02,2973,0,0,True
DEL000307,POL012464,2025-08-26,2166,0,0,True
DEL000308,POL049061,2026-08-04,2181,1,7,False
DEL000309,POL008800,2025-11-13,1649,0,0,True
DEL000310,POL012657,2026-01-30,1222,0,1,False
DEL000311,POL072925,2025-04-08,453,0,0,True
DEL000312,POL016022,2025-08-15,1307,0,0,True
DEL000313,POL055436,2026-02-22,2318,0,3,False
DEL000314,POL037701,2025-03-09,1315,0,0,True
DEL000315,POL066508,2024-07-28,2005,0,0,True
DEL000316,POL014185,2024-10-21,492,0,0,True
DEL000317,POL036513,2026-05-20,3009,0,0,True
DEL000318,POL072973,2024-12-13,2035,0,0,True
DEL000319,POL035819,2025-05-04,2142,1,1,False
DEL000320,POL046010,2026-05-03,751,0,0,True
DEL000321,POL052532,2024-08-17,2289,0,0,True
DEL000322,POL004019,2026-01-20,3286,0,0,True
DEL000323,POL055029,2025-05-08,1942,0,0,True
DEL000324,POL042518,2025-01-01,3567,0,2,False
DEL000325,POL006896,2025-11-21,2287,0,0,True
DEL000326,POL010694,2025-01-11,2721,0,0,True
DEL000327,POL057940,2026-01-09,2064,0,0,True
DEL000328,POL014919,2025-11-25,1767,0,0,True
DEL000329,POL077744,2024-11-07,1055,0,0,True
DEL000330,POL028904,2026-01-03,1782,0,0,True
DEL000331,POL026795,2025-03-05,974,0,0,True
DEL000332,POL033492,2025-03-10,399,0,0,True
DEL000333,POL056447,2026-06-03,1259,0,0,True
DEL000334,POL030162,2026-06-05,2482,0,0,True
DEL000335,POL005545,2026-02-16,2810,1,0,True
DEL000336,POL041034,2026-03-10,106,0,0,True
DEL000337,POL054748,2025-09-12,1356,0,0,True
DEL000338,POL042569,2025-01-30,3652,0,0,True
DEL000339,POL047429,2026-07-14,1854,0,0,True
DEL000340,POL077185,2026-06-07,1458,0,0,True
DEL000341,POL040669,2026-04-19,2317,0,1,False
DEL000342,POL022038,2025-07-05,1968,0,0,True
DEL000343,POL066841,2026-06-17,571,0,0,True
DEL000344,POL019359,2025-05-10,481,0,0,True
DEL000345,POL022741,2026-03-01,1370,0,0,True
DEL000346,POL064765,2026-01-19,3675,0,0,True
DEL000347,POL058839,2026-04-28,2302,0,1,False
DEL000348,POL041437,2025-02-18,639,0,0,True
DEL000349,POL039692,2025-05-20,3687,0,2,False
DEL000350,POL066498,2025-03-12,2990,0,0,True
DEL000351,POL007457,2026-05-15,291,0,0,True
DEL000352,POL011836,2026-03-14,1774,0,0,True
DEL000353,POL076065,2026-03-02,4374,0,0,True
DEL000354,POL058948,2024-09-09,60,0,5,False
DEL000355,POL042144,2025-01-18,1740,0,0,True
DEL000356,POL008110,2025-10-30,1340,10,0,True
DEL000357,POL011054,2025-11-19,1015,0,0,True
DEL000358,POL057378,2025-07-12,870,0,14,False
DEL000359,POL020808,2024-11-25,1029,0,0,True
DEL000360,POL044351,2024-12-19,432,0,1,False
DEL000361,POL043864,2026-02-16,1272,0,0,True
DEL000362,POL050668,2025-12-16,1792,0,0,True
DEL000363,POL043695,2026-05-30,1081,0,0,True
DEL000364,POL045852,2025-05-22,1923,0,0,True
DEL000365,POL051375,2025-11-28,1155,2,0,True
DEL000366,POL040578,2026-02-12,2046,0,0,True
DEL000367,POL016751,2026-06-05,3106,0,1,False
DEL000368,POL055497,2025-01-16,838,0,0,True
DEL000369,POL023628,2026-07-01,1177,2,7,False
DEL000370,POL063737,2025-05-13,1121,0,0,True
DEL000371,POL038771,2024-09-08,1807,0,3,False
DEL000372,POL070749,2026-01-17,1637,0,3,False
DEL000373,POL044141,2026-05-01,3764,0,3,False
DEL000374,POL049378,2025-08-13,1045,0,0,True
DEL000375,POL021698,2026-03-11,640,0,1,False
DEL000376,POL031134,2025-04-24,1113,0,10,False
DEL000377,POL058842,2025-07-15,647,0,0,True
DEL000378,POL061475,2026-05-09,499,0,5,False
DEL000379,POL074767,2026-02-18,383,0,14,False
DEL000380,POL050053,2025-06-04,2740,5,0,True
DEL000381,POL026175,2026-02-24,1678,0,2,False
DEL000382,POL006840,2026-06-01,660,0,0,True
DEL000383,POL013447,2026-03-29,789,0,1,False
DEL000384,POL037364,2026-06-03,112,0,0,True
DEL000385,POL067287,2024-11-10,3065,0,0,True
DEL000386,POL029103,2025-09-02,362,2,2,False
DEL000387,POL054382,2025-03-11,1586,0,0,True
DEL000388,POL050616,2024-09-02,764,0,14,False
DEL000389,POL041771,2025-12-12,1097,0,7,False
DEL000390,POL019143,2025-06-27,2533,1,0,True
DEL000391,POL061926,2025-06-06,1488,0,1,False
DEL000392,POL061488,2024-07-28,987,1,0,True
DEL000393,POL002491,2024-08-18,436,0,0,True
DEL000394,POL079808,2025-01-29,228,0,0,True
DEL000395,POL031148,2025-07-10,188,0,0,True
DEL000396,POL059915,2024-07-21,1470,0,0,True
DEL000397,POL002155,2024-10-26,962,0,0,True
DEL000398,POL018819,2025-06-14,787,0,0,True
DEL000399,POL031532,2025-02-18,1942,0,0,True
DEL000400,POL011222,2026-05-31,803,0,0,True
DEL000401,POL068952,2025-04-24,150,10,0,True
DEL000402,POL072634,2025-05-24,2569,0,0,True
DEL000403,POL050710,2026-07-19,2315,0,14,False
DEL000404,POL046806,2025-11-19,1461,0,2,False
DEL000405,POL013588,2026-02-21,2524,0,2,False
DEL000406,POL046177,2026-01-30,898,0,0,True
DEL000407,POL060900,2024-11-05,3170,0,14,False
DEL000408,POL017676,2025-04-15,2445,2,0,True
DEL000409,POL004848,2024-11-28,731,0,0,True
DEL000410,POL005493,2026-05-08,701,0,0,True
DEL000411,POL071177,2025-08-19,1440,0,0,True
DEL000412,POL025049,2025-02-06,568,0,0,True
DEL000413,POL043507,2024-11-16,1169,0,0,True
DEL000414,POL052432,2026-02-03,2573,0,1,False
DEL000415,POL024487,2026-06-17,3536,0,0,True
DEL000416,POL068063,2025-07-21,436,0,0,True
DEL000417,POL010346,2025-08-29,863,0,0,True
DEL000418,POL042102,2025-02-21,2458,0,0,True
DEL000419,POL040174,2025-05-17,4259,0,0,True
DEL000420,POL058184,2026-05-05,386,0,0,True
DEL000421,POL046211,2025-07-30,1645,0,0,True
DEL000422,POL007519,2024-10-02,4089,0,0,True
DEL000423,POL067252,2025-11-02,1636,2,2,False
DEL000424,POL018715,2025-01-24,125,0,3,False
DEL000425,POL004562,2026-06-03,65,0,0,True
DEL000426,POL048016,2025-07-01,108,0,0,True
DEL000427,POL020112,2025-10-29,1541,0,1,False
DEL000428,POL010078,2025-03-20,103,0,0,True
DEL000429,POL041208,2025-12-16,1164,5,0,True
DEL000430,POL003397,2025-08-29,3026,0,1,False
DEL000431,POL073620,2026-03-20,2333,0,0,True
DEL000432,POL028125,2025-05-22,62,0,14,False
DEL000433,POL064383,2024-08-15,1739,0,0,True
DEL000434,POL059251,2024-11-16,4346,0,0,True
DEL000435,POL011507,2025-07-11,2288,0,2,False
DEL000436,POL008512,2024-11-06,2273,0,0,True
DEL000437,POL020645,2025-05-23,831,0,1,False
DEL000438,POL066684,2026-05-14,482,0,0,True
DEL000439,POL031030,2025-08-18,83,0,2,False
DEL000440,POL075010,2026-04-21,1224,10,0,True
DEL000441,POL017010,2026-06-14,1027,0,0,True
DEL000442,POL052188,2025-09-21,2273,0,14,False
DEL000443,POL053844,2025-06-04,1870,0,2,False
DEL000444,POL041554,2025-06-25,1659,0,0,True
DEL000445,POL067812,2025-07-02,1650,0,0,True
DEL000446,POL023851,2024-09-06,279,0,2,False
DEL000447,POL007264,2025-07-18,1715,0,3,False
DEL000448,POL021582,2024-08-29,4163,0,0,True
DEL000449,POL068013,2025-04-28,2491,0,5,False
DEL000450,POL025730,2024-09-13,998,0,0,True
DEL000451,POL039692,2025-05-18,1647,0,0,True
DEL000452,POL022104,2025-11-26,3838,0,0,True
DEL000453,POL079317,2026-04-17,429,0,0,True
DEL000454,POL003719,2025-08-20,3813,0,0,True
DEL000455,POL034689,2026-06-29,1699,0,1,False
DEL000456,POL003970,2025-08-30,64,0,0,True
DEL000457,POL039597,2025-01-01,2757,0,0,True
DEL000458,POL009565,2026-02-06,1530,0,1,False
DEL000459,POL063472,2026-04-18,346,0,0,True
DEL000460,POL040971,2024-11-20,2206,0,3,False
DEL000461,POL045269,2025-02-13,1122,0,10,False
DEL000462,POL067500,2025-06-22,2274,0,0,True
DEL000463,POL016060,2025-06-05,2273,0,0,True
DEL000464,POL006633,2026-01-27,1324,0,0,True
DEL000465,POL054806,2025-12-09,219,0,0,True
DEL000466,POL075719,2025-12-10,964,0,1,False
DEL000467,POL065309,2025-11-21,3216,0,14,False
DEL000468,POL040442,2026-04-15,1394,2,0,True
DEL000469,POL066250,2025-03-07,633,0,0,True
DEL000470,POL046255,2024-12-10,1055,0,0,True
DEL000471,POL061681,2025-06-08,773,0,0,True
DEL000472,POL056483,2025-07-25,2531,0,0,True
DEL000473,POL052856,2026-01-15,102,0,0,True
DEL000474,POL073639,2025-07-14,971,0,0,True
DEL000475,POL050640,2024-09-10,3355,0,0,True
DEL000476,POL015573,2026-05-04,906,0,0,True
DEL000477,POL044445,2024-10-31,631,0,0,True
DEL000478,POL026091,2026-02-04,2780,0,0,True
DEL000479,POL005939,2026-01-20,2613,0,0,True
DEL000480,POL068070,2025-09-07,3972,0,0,True
DEL000481,POL018322,2024-08-14,1008,0,0,True
DEL000482,POL051506,2026-06-25,2509,0,14,False
DEL000483,POL066495,2025-06-11,1822,0,2,False
DEL000484,POL073784,2025-04-01,1267,0,0,True
DEL000485,POL014367,2025-12-15,244,0,10,False
DEL000486,POL003493,2024-10-17,611,5,0,True
DEL000487,POL075822,2024-07-28,300,0,0,True
DEL000488,POL022350,2025-08-26,3646,0,0,True
DEL000489,POL049833,2025-06-08,499,0,0,True
DEL000490,POL014405,2025-10-20,1410,0,0,True
DEL000491,POL019849,2025-11-05,1779,0,0,True
DEL000492,POL061815,2026-02-18,603,0,3,False
DEL000493,POL067985,2024-09-21,1359,20,0,True
DEL000494,POL062702,2025-11-28,71,2,0,True
DEL000495,POL060250,2025-03-08,351,0,5,False
DEL000496,POL034651,2025-09-27,1985,2,0,True
DEL000497,POL036570,2025-07-31,653,2,0,True
DEL000498,POL039009,2026-05-23,919,0,2,False
DEL000499,POL064095,2024-10-12,621,0,0,True
DEL000500,POL035843,2026-01-01,2436,0,0,True
DEL000501,POL051713,2025-05-30,1655,0,2,False
DEL000502,POL037701,2025-03-16,756,0,7,False
DEL000503,POL057984,2024-10-23,1131,0,1,False
DEL000504,POL026486,2025-06-05,86,2,2,False
DEL000505,POL035602,2026-04-21,1910,0,0,True
DEL000506,POL069605,2025-01-01,502,0,0,True
DEL000507,POL054173,2024-10-07,3211,0,0,True
DEL000508,POL018019,2025-10-29,3316,5,0,True
DEL000509,POL020702,2025-08-26,3280,0,0,True
DEL000510,POL026144,2025-10-28,574,0,2,False
DEL000511,POL007755,2025-01-23,624,0,5,False
DEL000512,POL030438,2026-07-01,1078,0,0,True
DEL000513,POL004889,2025-01-11,461,0,5,False
DEL000514,POL023041,2025-08-05,663,20,7,False
DEL000515,POL052035,2025-11-06,1195,2,2,False
DEL000516,POL037942,2024-08-05,283,0,3,False
DEL000517,POL079008,2024-08-18,577,0,0,True
DEL000518,POL071212,2026-07-05,1659,0,0,True
DEL000519,POL061345,2025-09-20,1698,0,0,True
DEL000520,POL060151,2025-01-06,1092,0,0,True
DEL000521,POL044186,2026-03-20,1857,0,2,False
